NM_CLSSFAM	NM_LSSFAM	NM_CLFAM	NM_LFAM	NM_CLRAY	NM_LRAY	NM_CLSEC	NM_LSEC	NM_CLFIL	NM_LFIL
0722050198	DIR - LAVERIE                 	07220501	LAVERIE                       	072205	LAVERIE TEINTURIE             	0722	LAVERIE TEINTURERIE           	07	COMMERCES ASSOCIES
0722999999	-LAVERIE TEINTURERIE          	07229999	-LAVERIE TEINTURERIE          	072299	-LAVERIE TEINTURERIE          	0722	LAVERIE TEINTURERIE           	07	COMMERCES ASSOCIES
0722999999	PDV - LAVERIE TEINTURERIE     	07229999	PDV - LAVERIE TEINTURERIE     	072299	PDV - LAVERIE TEINTURERIE     	0722	LAVERIE TEINTURERIE           	07	COMMERCES ASSOCIES
0724050101	COIFFEUR                      	07240501	COIFFEUR                      	072405	COIFFEUR                      	0724	COIFFEUR                      	07	COMMERCES ASSOCIES
0724050198	DIR - COIFFEUR                	07240501	COIFFEUR                      	072405	COIFFEUR                      	0724	COIFFEUR                      	07	COMMERCES ASSOCIES
0724999999	-COIFFEUR                     	07249999	-COIFFEUR                     	072499	-COIFFEUR                     	0724	COIFFEUR                      	07	COMMERCES ASSOCIES
0724999999	PDV - COIFFEUR                	07249999	PDV - COIFFEUR                	072499	PDV - COIFFEUR                	0724	COIFFEUR                      	07	COMMERCES ASSOCIES
0726050101	ESTHETICIEN                   	07260501	ESTHETICIEN                   	072605	ESTHETICIEN                   	0726	ESTHETICIEN                   	07	COMMERCES ASSOCIES
0726050198	DIR - ESTHETICIEN             	07260501	ESTHETICIEN                   	072605	ESTHETICIEN                   	0726	ESTHETICIEN                   	07	COMMERCES ASSOCIES
0726999999	-ESTHETICIEN                  	07269999	-ESTHETICIEN                  	072699	-ESTHETICIEN                  	0726	ESTHETICIEN                   	07	COMMERCES ASSOCIES
0726999999	PDV - ESTHETICIEN             	07269999	PDV - ESTHETICIEN             	072699	PDV - ESTHETICIEN             	0726	ESTHETICIEN                   	07	COMMERCES ASSOCIES
0728050101	PARAPHARMACIE                 	07280501	PARPHARMACIE                  	072805	PARAPHARMACIE                 	0728	BOUTIQUE PARAPHARMACIE        	07	COMMERCES ASSOCIES
0728050198	DIR - PARPHARMACIE            	07280501	PARPHARMACIE                  	072805	PARAPHARMACIE                 	0728	BOUTIQUE PARAPHARMACIE        	07	COMMERCES ASSOCIES
0728999999	-BOUTIQUE PARAPHARMACIE       	07289999	-BOUTIQUE PARAPHARMACIE       	072899	-BOUTIQUE PARAPHARMACIE       	0728	BOUTIQUE PARAPHARMACIE        	07	COMMERCES ASSOCIES
0728999999	PDV - BOUTIQUE PARAPHARMACIE  	07289999	PDV - BOUTIQUE PARAPHARMACIE  	072899	PDV - BOUTIQUE PARAPHARMACIE  	0728	BOUTIQUE PARAPHARMACIE        	07	COMMERCES ASSOCIES
0730050101	BOUTIQUE VETEMENT             	07300501	BOUTIQUE VETEMENT             	073005	BOUTIQUE VETEMENT             	0730	BOUTIQUE VETEMENT             	07	COMMERCES ASSOCIES
0730050198	DIR - BOUTIQUE VETEMENT       	07300501	BOUTIQUE VETEMENT             	073005	BOUTIQUE VETEMENT             	0730	BOUTIQUE VETEMENT             	07	COMMERCES ASSOCIES
0730999999	-BOUTIQUE VETEMENT            	07309999	-BOUTIQUE VETEMENT            	073099	-BOUTIQUE VETEMENT            	0730	BOUTIQUE VETEMENT             	07	COMMERCES ASSOCIES
0730999999	PDV - BOUTIQUE VETEMENT       	07309999	PDV - BOUTIQUE VETEMENT       	073099	PDV - BOUTIQUE VETEMENT       	0730	BOUTIQUE VETEMENT             	07	COMMERCES ASSOCIES
0732050101	BOUTIQUE CHAUSSURE            	07320501	BOUTIQUE CHAUSSURE            	073205	BOUTIQUE CHAUSSURE            	0732	BOUTIQUE CHAUSSURE            	07	COMMERCES ASSOCIES
0732050198	DIR - BOUTIQUE CHAUSSURE      	07320501	BOUTIQUE CHAUSSURE            	073205	BOUTIQUE CHAUSSURE            	0732	BOUTIQUE CHAUSSURE            	07	COMMERCES ASSOCIES
0732999999	-BOUTIQUE CHAUSSURE           	07329999	-BOUTIQUE CHAUSSURE           	073299	-BOUTIQUE CHAUSSURE           	0732	BOUTIQUE CHAUSSURE            	07	COMMERCES ASSOCIES
0732999999	PDV - BOUTIQUE CHAUSSURE      	07329999	PDV - BOUTIQUE CHAUSSURE      	073299	PDV - BOUTIQUE CHAUSSURE      	0732	BOUTIQUE CHAUSSURE            	07	COMMERCES ASSOCIES
0734050101	DEVEL. PHOTO                  	07340501	DEVELOP.PHOTO                 	073405	DEVELOPPEMENT PHOTO           	0734	BOUTIQUE PHOTO                	07	COMMERCES ASSOCIES
0734050198	DIR - DEVELOP.PHOTO           	07340501	DEVELOP.PHOTO                 	073405	DEVELOPPEMENT PHOTO           	0734	BOUTIQUE PHOTO                	07	COMMERCES ASSOCIES
0734100101	PELLICULES                    	07341001	PELLICULES PHOTOS             	073410	VENTE ACCESSOIRES PHOTOS      	0734	BOUTIQUE PHOTO                	07	COMMERCES ASSOCIES
0734100198	DIR - PELLICULES PHOTOS       	07341001	PELLICULES PHOTOS             	073410	VENTE ACCESSOIRES PHOTOS      	0734	BOUTIQUE PHOTO                	07	COMMERCES ASSOCIES
0734100201	ACEESOIRES PHOTOS             	07341002	ACCESSOIRES PHOTOS            	073410	VENTE ACCESSOIRES PHOTOS      	0734	BOUTIQUE PHOTO                	07	COMMERCES ASSOCIES
0734100298	DIR - ACCESSOIRES PHOTOS      	07341002	ACCESSOIRES PHOTOS            	073410	VENTE ACCESSOIRES PHOTOS      	0734	BOUTIQUE PHOTO                	07	COMMERCES ASSOCIES
0734150101	APPAREILS OPTIQUES            	07341501	APPAREILS  OPTIQUES           	073415	APPAREILS PHOTOS ET OPTIQUES  	0734	BOUTIQUE PHOTO                	07	COMMERCES ASSOCIES
0734150198	DIR - APPAREILS  OPTIQUES     	07341501	APPAREILS  OPTIQUES           	073415	APPAREILS PHOTOS ET OPTIQUES  	0734	BOUTIQUE PHOTO                	07	COMMERCES ASSOCIES
0734999999	-BOUTIQUE PHOTO               	07349999	-BOUTIQUE PHOTO               	073499	-BOUTIQUE PHOTO               	0734	BOUTIQUE PHOTO                	07	COMMERCES ASSOCIES
0734999999	PDV - BOUTIQUE PHOTO          	07349999	PDV - BOUTIQUE PHOTO          	073499	PDV - BOUTIQUE PHOTO          	0734	BOUTIQUE PHOTO                	07	COMMERCES ASSOCIES
0736050101	LIBRE 1                       	07360501	LIBRE1                        	073605	LIBRES 1                      	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0736050198	DIR - LIBRE1                  	07360501	LIBRE1                        	073605	LIBRES 1                      	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0736100101	LIBRE 2                       	07361001	LIBRE 2                       	073610	LIBRE 2                       	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0736100198	DIR - LIBRE 2                 	07361001	LIBRE 2                       	073610	LIBRE 2                       	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0736150101	LIBRE 3                       	07361501	LIBRE 3                       	073615	LIBRE 3                       	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0736150198	DIR - LIBRE 3                 	07361501	LIBRE 3                       	073615	LIBRE 3                       	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0736200101	LIBRE 4                       	07362001	LIBRE 4                       	073620	LIBRE 4                       	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0736200198	DIR - LIBRE 4                 	07362001	LIBRE 4                       	073620	LIBRE 4                       	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0736250101	LIBRE 5                       	07362501	LIBRE 5                       	073625	LIBRE 5                       	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0736250198	DIR - LIBRE 5                 	07362501	LIBRE 5                       	073625	LIBRE 5                       	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0736999999	-AUTRES COMMERCES             	07369999	-AUTRES COMMERCES             	073699	-AUTRES COMMERCES             	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0736999999	PDV - AUTRES COMMERCES        	07369999	PDV - AUTRES COMMERCES        	073699	PDV - AUTRES COMMERCES        	0736	AUTRES COMMERCES              	07	COMMERCES ASSOCIES
0805050101	BOISSONS CHAUDES              	08050501	BOISSONS CHAUDES              	080505	BOISSONS CHAUDES              	0805	BOISSONS                      	08	CAFETERIAS
0805050198	DIR - BOISSONS CHAUDES        	08050501	BOISSONS CHAUDES              	080505	BOISSONS CHAUDES              	0805	BOISSONS                      	08	CAFETERIAS
0805100101	BOISSONS DE TABLES            	08051001	BOISSONS DE TABLE             	080510	BOISSONS DE TABLE             	0805	BOISSONS                      	08	CAFETERIAS
0805100198	DIR - BOISSONS DE TABLE       	08051001	BOISSONS DE TABLE             	080510	BOISSONS DE TABLE             	0805	BOISSONS                      	08	CAFETERIAS
0805150101	BOISSON ALCOOLISEE            	08051501	BOISSON ALCOOLISEE            	080515	BOISSON ALCOOLISEE            	0805	BOISSONS                      	08	CAFETERIAS
0805150198	DIR - BOISSON ALCOOLISEE      	08051501	BOISSON ALCOOLISEE            	080515	BOISSON ALCOOLISEE            	0805	BOISSONS                      	08	CAFETERIAS
0805999999	-BOISSONS                     	08059999	-BOISSONS                     	080599	-BOISSONS                     	0805	BOISSONS                      	08	CAFETERIAS
0805999999	PDV - BOISSONS                	08059999	PDV - BOISSONS                	080599	PDV - BOISSONS                	0805	BOISSONS                      	08	CAFETERIAS
0810050101	ENTREE                        	08100501	ENTREE                        	081005	ENTREE                        	0810	REPAS                         	08	CAFETERIAS
0810050198	DIR - ENTREE                  	08100501	ENTREE                        	081005	ENTREE                        	0810	REPAS                         	08	CAFETERIAS
0810100101	PLAT                          	08101001	PLAT                          	081010	PLAT                          	0810	REPAS                         	08	CAFETERIAS
0810100198	DIR - PLAT                    	08101001	PLAT                          	081010	PLAT                          	0810	REPAS                         	08	CAFETERIAS
0810150101	DESSERT                       	08101501	DESSERT                       	081015	DESSERT                       	0810	REPAS                         	08	CAFETERIAS
0810150198	DIR - DESSERT                 	08101501	DESSERT                       	081015	DESSERT                       	0810	REPAS                         	08	CAFETERIAS
0810999999	-REPAS                        	08109999	-REPAS                        	081099	-REPAS                        	0810	REPAS                         	08	CAFETERIAS
0810999999	PDV - REPAS                   	08109999	PDV - REPAS                   	081099	PDV - REPAS                   	0810	REPAS                         	08	CAFETERIAS
0815050101	SUR PLACE                     	08150501	SUR PLACE                     	081505	CONSOMMER SUR PLACE           	0815	SNACK                         	08	CAFETERIAS
0815050198	DIR - SUR PLACE               	08150501	SUR PLACE                     	081505	CONSOMMER SUR PLACE           	0815	SNACK                         	08	CAFETERIAS
0815100101	EMPORTER                      	08151001	EMPORTER                      	081510	PLAT A EMPORTER               	0815	SNACK                         	08	CAFETERIAS
0815100198	DIR - EMPORTER                	08151001	EMPORTER                      	081510	PLAT A EMPORTER               	0815	SNACK                         	08	CAFETERIAS
0815150101	GRIGNOTAGE                    	08151501	GRIGNOTAGE                    	081515	GRIGNOTAGE                    	0815	SNACK                         	08	CAFETERIAS
0815150198	DIR - GRIGNOTAGE              	08151501	GRIGNOTAGE                    	081515	GRIGNOTAGE                    	0815	SNACK                         	08	CAFETERIAS
0815999999	-SNACK                        	08159999	-SNACK                        	081599	-SNACK                        	0815	SNACK                         	08	CAFETERIAS
0815999999	PDV - SNACK                   	08159999	PDV - SNACK                   	081599	PDV - SNACK                   	0815	SNACK                         	08	CAFETERIAS
0905050505	LOGO U + ENVIRONNEMENT        	09050505	SACS CAISSES U                	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905050510	LOGO U + THEME SAISONNIER     	09050505	SACS CAISSES U                	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905050515	LOGO U + CARTE U              	09050505	SACS CAISSES U                	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905050598	DIR - SACS CAISSES U          	09050505	SACS CAISSES U                	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905051005	SANS IMPRESSION               	09050510	SACS SANS ENSEIGNE            	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905051010	MESSAGE GENERIQUE             	09050510	SACS SANS ENSEIGNE            	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905051015	LOGO UTILE                    	09050510	SACS SANS ENSEIGNE            	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905051098	DIR - SACS SANS ENSEIGNE      	09050510	SACS SANS ENSEIGNE            	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905051505	SACS SURGELES ISOTHERME       	09050515	SACS A LA VENTE               	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905051510	SACS CABAS                    	09050515	SACS A LA VENTE               	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905051515	SACS RENFORCES A PROVISIONS   	09050515	SACS A LA VENTE               	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905051598	DIR - SACS A LA VENTE         	09050515	SACS A LA VENTE               	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905052005	SACHERIE TOUS RAYONS          	09050520	SACHERIE TOUS RAYONS          	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905052098	DIR - SACHERIE TOUS RAYONS    	09050520	SACHERIE TOUS RAYONS          	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905052501	SACHERIE TEXTILE              	09050525	SACHERIE TEXTILE              	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905052598	DIR - SACHERIE TEXTILE        	09050525	SACHERIE TEXTILE              	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905053001	SACHERIE BOUCHERIE            	09050530	SACHERIE BOUCHERIE            	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905053098	DIR - SACHERIE BOUCHERIE      	09050530	SACHERIE BOUCHERIE            	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905053501	SACHERIE CREMERIE             	09050535	SACHERIE CREMERIE             	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905053598	DIR - SACHERIE CREMERIE       	09050535	SACHERIE CREMERIE             	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905054005	SACHERIE MAREE                	09050540	SACHERIE MAREE                	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905054098	DIR - SACHERIE MAREE          	09050540	SACHERIE MAREE                	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905054505	SACHERIE BVP                  	09050545	SACHERIE BVP                  	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905054598	DIR - SACHERIE BVP            	09050545	SACHERIE BVP                  	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905054605	SACHERIE BOULANGERIE          	09050546	SACHERIE BOULANGERIE          	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905054698	DIR - SACHERIE BOULANGERIE    	09050546	SACHERIE BOULANGERIE          	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905054705	SACHERIE VIENNOISERIE         	09050547	SACHERIE VIENNOISERIE         	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905054798	DIR - SACHERIE VIENNOISERIE   	09050547	SACHERIE VIENNOISERIE         	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905054805	SACHERIE PATISSERIE           	09050548	SACHERIE PATISSERIE           	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905054898	DIR - SACHERIE PATISSERIE     	09050548	SACHERIE PATISSERIE           	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905055005	SACHERIE FRUITS ET LEGUMES    	09050550	SACHERIE FRUITS ET LEGUMES    	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905055098	DIR - SACHERIE FRUITS ET LEGUM	09050550	SACHERIE FRUITS ET LEGUMES    	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905055505	SACHERIE TRAITEUR             	09050555	SACHERIE TRAITEUR             	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905055598	DIR - SACHERIE TRAITEUR       	09050555	SACHERIE TRAITEUR             	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905056005	SACHERIE PARAPHARMACIE        	09050560	SACHERIE PARAPHARMACIE        	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905056098	DIR - SACHERIE PARAPHARMACIE  	09050560	SACHERIE PARAPHARMACIE        	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905056505	SACHERIE TELEPHONIE           	09050565	SACHERIE TELEPHONIE           	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905056598	DIR - SACHERIE TELEPHONIE     	09050565	SACHERIE TELEPHONIE           	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905057005	SACHERIE 1                    	09050570	SACHERIE 1                    	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905057098	DIR - SACHERIE 1              	09050570	SACHERIE 1                    	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905057105	SACHERIE 2                    	09050571	SACHERIE 2                    	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905057198	DIR - SACHERIE 2              	09050571	SACHERIE 2                    	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905057205	SACHERIE 3                    	09050572	SACHERIE 3                    	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905057298	DIR - SACHERIE 3              	09050572	SACHERIE 3                    	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905057305	SACHERIE 4                    	09050573	SACHERIE 4                    	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905057398	DIR - SACHERIE 4              	09050573	SACHERIE 4                    	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905059105	HYPER U                       	09050591	SACHERIE CAISSE ANCIEN        	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905059198	DIR - SACHERIE CAISSE ANCIEN  	09050591	SACHERIE CAISSE ANCIEN        	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905059999	PDV - SACHERIE                	09050599	PDV - SACHERIE                	090505	SACHERIE                      	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905100510	BARQUETTE                     	09051005	EMBALLAGES                    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905100515	BOITE                         	09051005	EMBALLAGES                    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905100520	PLATEAU DE PRESENTATION       	09051005	EMBALLAGES                    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905100525	PLATS ET RONDS CARTON         	09051005	EMBALLAGES                    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905100530	PAPIER                        	09051005	EMBALLAGES                    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905100535	FILM                          	09051005	EMBALLAGES                    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905100598	DIR - EMBALLAGES              	09051005	EMBALLAGES                    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101001	ACCESSOIR. FOURNIT. TS RAYONS 	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101002	SACHERIE / EMBALLAGES CADEAUX 	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101005	PETIT MATERIEL TOUS RAYONS    	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101010	BALISAGE/SIGNALISATION/AMBIANC	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101015	ETIQUETAGE                    	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101020	BALANCES                      	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101025	BVP                           	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101030	BOUCHERIE                     	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101035	MAREE                         	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101040	CTS                           	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101045	FRUITS ET LEGUMES             	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101050	FROMAGES                      	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101055	FLEURS ET PLANTES             	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101060	BAZAR A SERVICE               	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101065	STATION DE LAVAGE             	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101070	BOUTIQUE OR                   	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101075	BAZAR                         	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101080	TEXTILE                       	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101085	SURGELES                      	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101090	RESERVE                       	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101098	DIR - FOURNITURES DE MAGASINS 	09051010	FOURNITURES DE MAGASINS       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101505	CAISSES                       	09051015	FOURNITURES ADMINISTRATIVES   	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101510	INFORMATIQUES                 	09051015	FOURNITURES ADMINISTRATIVES   	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101515	BUREAU                        	09051015	FOURNITURES ADMINISTRATIVES   	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905101598	DIR - FOURNITURES ADMINISTRATI	09051015	FOURNITURES ADMINISTRATIVES   	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905102005	FOURNITURES INCORPORABLES     	09051020	FOURNITURES INCORPORABLES     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905102098	DIR - FOURNITURES INCORPORABLE	09051020	FOURNITURES INCORPORABLES     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905102526	HYGIENE                       	09051025	FOURNITURES D'ENTRETIEN       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905102598	DIR - FOURNITURES D'ENTRETIEN 	09051025	FOURNITURES D'ENTRETIEN       	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905103005	PLATERIE DECORATIONS          	09051030	PETIT MATERIEL                	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905103010	ANTI VOL                      	09051030	PETIT MATERIEL                	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905103015	MATERIEL HYGIENE              	09051030	PETIT MATERIEL                	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905103020	AUTRES                        	09051030	PETIT MATERIEL                	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905103098	DIR - PETIT MATERIEL          	09051030	PETIT MATERIEL                	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
