Code	Gencod	Long Name	Short Name	VAT Code	Purchase Price	Nomenclature	SousFamilleDistri Code	FamilleDistri Code	Categorie Code
004065	0000000004065	(MT)POIVRON VERT              	POIVRON VERT  	1 	1.70	0230359900	93	450	ZZ
003228	0000000003228	(MT)1TOMATE RONDE FRANCE      	TOMATE RDE FR 	1 	1.20	0230359900	93	450	ZZ
412841	3256221220421	60G SACHET SOUFFLE PIZZA U    	60G SACHET SOU	1 	0.41	0105020505	10	20 	8 
647713	4012200032947	100G BOITE OIGNONS FRITS      	100G BOITE OIG	1 	0.77	0105033505	10	140	3 
467406	3256220657433	250G GRIGNOTTES MEXICAINE U   	250G GRIGNOTTE	1 	1.73	0250469510	60	460	8 
410328	3256221712223	1L HUILE D ARACHIDE U         	1L HUILE D ARA	1 	2.37	0105032005	10	170	8 
NULL	7622300046408	MILKA CARAMEL 2X100G          	MILKA CARAMEL 	2 	1.50	0105021505	30	60 	3 
008896	3088540004440	250G MIEL TARTIMIEL           	250G MIEL TART	1 	1.72	0105012505	35	200	3 
004654	0000000004654	(MT)CHAMP BQT 500G HOLL       	CHAMP BQT 500G	1 	1.40	0230359900	93	450	ZZ
004507	0000000004507	COURGETTE VRAC                	COURGETTE VRAC	1 	1.10	0230359900	93	450	ZZ
004040	0000000004040	(MT)PRUNE NOIRE UB RONDE 40+  	PRUNE NOIRE UB	1 	2.00	0230349900	91	440	ZZ
058134	8002270044892	6 X 1 L PET SAN PELLEGRINO EAU	6 X 1 L PET SA	1 	3.68	0110103005	30	320	3 
234494	3256224234494	6X1L LAIT 1/2 ECRE UHT U (CU) 	6X1L LAIT 1/2 	1 	2.87	0225321005	40	90 	ZZ
NULL	3660992070039	1/4 THON NATUREL BIEN VU      	1/4 THON NATUR	1 	0.80	0105051005	20	220	9 
412621	3256223028285	1L BRIQUE JUS ABC ORANGE U    	1L BRIQUE JUS 	1 	0.73	0110101505	31	300	8 
390730	3256221411010	180G CORNICHON E.F U          	180G CORNICHON	1 	0.75	0105034005	15	140	8 
413300	5410228195832	6X25CL LEFFE RUBY 5°          	6X25CL LEFFE R	2 	3.65	0110102005	30	310	3 
001771	3256224041542	MINI ROULE AU CHOCOLAT U 150G 	MINI ROULE AU 	1 	0.93	0105021010	34	20 	8 
431544	3256221011432	150G ST CHIPS A L ANCIENNE U  	150G ST CHIPS 	1 	0.64	0105043005	17	20 	8 
467579	3256220269285	280G CORDON BLEU BLC POULET U 	280G CORDON BL	1 	2.49	0215241020	30	390	8 
003234	0000000003234	(MT)NECTARINE JAUNE           	NECTARINE JAUN	1 	1.80	0230349900	91	440	ZZ
432655	3256220172721	70CL VODKA 37.5° U            	70CL VODKA 37.	2 	6.89	0110121010	70	370	8 
409864	3256222010021	370G CONFITURE CERISE U       	370G CONFITURE	1 	1.07	0105012505	10	200	8 
437401	3256220367646	75CL MONBAZILLAC AOC BL U     	75CL MONBAZILL	2 	3.80	0110111010	33	340	8 
669472	4026272033092	PELUCHE OURS ASSIS NOEUD 18CM 	PELUCHE OURS A	2 	2.36	0315680505	10	730	ZZ
543058	3256221848854	500G PUR MIE SS CROU COMPLET U	500G PUR MIE S	1 	1.19	0210210520	91	20 	8 
128492	5000159436465	336G 7 SNICKERS GLACÉS        	336G 7 SNICKER	1 	1.99	0215252515	20	410	3 
004081	0000000004081	(MT)1AUBERGINE FR             	AUBERGINE FR  	1 	1.60	0230359900	93	450	ZZ
437956	3368957790960	75CL VDP RS SYRAH U SAVEURS   	75CL VDP RS SY	2 	1.74	0110110510	11	340	15
226892	3103220036655	275G ST BONBON ILE TRESOR HARI	275G ST BONBON	2 	0.99	0105022505	20	70 	3 
NULL	3256221135732	70 DISQUE A DEMAQUILLER ROND U	70 DISQUE A DE	2 	0.29	0120162505	12	670	8 
063579	3163937010003	100CLX45* PASTIS RICARD       	100CLX45* PAST	2 	15.22	0110120510	10	360	3 
009091	0000000009091	(FL)CLEMENTINE GAMIN          	CLEMENT. GAMIN	1 	1.80	0230349900	91	440	ZZ
550592	3168930001911	85G 3D CACAHUETE BENENUTS     	85G 3D CACAHUE	1 	0.72	0105020505	10	20 	3 
236740	3038359005220	425G SAUCE PROVENCALE PANZANI 	425G SAUCE PRO	1 	0.87	0105034510	90	140	3 
009084	0000000009084	(MT)POMME FUJI ENTREVEAUX     	POM FUJI 80/85	1 	1.70	0230349900	91	440	ZZ
401183	3263670034257	1/10 THON H.OLIVE LE SAVOUREUX	1/10 THON H.OL	1 	1.17	0105051005	20	220	3 
001747	3256224109747	1.5L BOISSON THE CIT/CI.VERT U	1.5L BOISSON T	1 	0.89	0110100510	25	300	8 
003023	0000000003023	(MT)POIRE PASSE CRASSANNE     	POIRE PASSE CR	1 	1.85	0105012000	91	440	ZZ
439966	3256220661638	500G BISCUITS FOURRES CHIEN U 	500G BISCUITS 	2 	0.90	0105082005	22	270	8 
204913	4008400180724	260G RAFFAELLO T26            	260G RAFFAELLO	1 	3.33	0105024020	30	61 	ZZ
677051	3228470046398	36 DOS SENSEO CORSÉ MAXI      	36 DOS SENSEO 	1 	3.76	0105011005	37	30 	3 
153366	3517140002001	50CL BOUCHON SPORT EAU SOURCE 	50CL BOUCHON S	1 	0.15	0110103005	11	320	ZZ
030479	3760122961715	180G COOKIES COEUR CHOCO M&AUG	180G COOKIES C	1 	2.47	0105021005	28	20 	3 
502337	3660992006533	COPEAUX DE BOIS BIEN VU 800G  	COPEAUX DE BOI	2 	0.58	0105082025	50	270	9 
568090	3256220765206	8X125G YA BRAS FRTS MIX RGE U 	8X125G YA BRAS	1 	1.45	0225291025	9 	418	8 
009006	0000000009006	(MT)GINGEMBRE                 	GINGEMBRE     	1 	3.70	0230349900	91	440	ZZ
547191	3162050040041	40G FLACON CANNELLE POUDRE    	40G FLACON CAN	1 	0.90	0105033505	10	150	3 
442587	3256224801245	250G MADELEINES LONGUES PB U  	250G MADELEINE	1 	0.93	0210231005	96	20 	8 
429880	3256220130073	1L NECT/FRT GOURMAN.POM-KIWI.U	1L NECT/FRT GO	1 	1.10	0110101505	40	300	8 
456706	3660992120000	470G POT MAYONNAISE BIEN VU   	470G POT MAYON	1 	0.80	0105034010	40	140	9 
456073	3256220358330	8X125G YRT MX FRUITS ROUGES U 	8X125G YRT MX 	1 	1.41	0225291025	8 	418	8 
004658	0000000004658	(MT)OIGNON BLANC BOTTE        	OIGNON BLANC B	1 	0.62	0105012000	93	450	ZZ
403672	3256220210454	200G COOKIES NOUGATINE/CHOCO U	200G COOKIES N	1 	0.64	0105021005	28	20 	8 
056689	5449000056689	6X33CL FANTA OR(CU)           	6X33CL FANTA O	1 	2.36	0110100505	15	300	ZZ
536475	3038354220901	400G PANZANI PROVENCALE       	400G PANZANI P	1 	0.98	0105034510	90	140	3 
000743	3094905000743	POLIDENT NETT.A/BACT.X36 C(CU)	POLIDENT NETT.	2 	1.56	0120151020	39	650	ZZ
298502	3600522298502	2X200ML AP-SH ARGININE RES(CU)	2X200ML AP-SH 	2 	4.46	0120150535	20	640	ZZ
011742	3333160025734	40G CEPES SECS ROYAL CHAMPIGNO	40G CEPES SECS	1 	2.25	0105043505	50	210	3 
742610	3256221143003	4X100G PETIT POT CREME VANIL U	4X100G PETIT P	1 	1.16	0225291005	31	418	8 
412956	3256223027882	2L BRIQUE PUR JUS D ORANGE U  	2L BRIQUE PUR 	1 	1.86	0110101505	31	300	8 
510712	3256221382662	150G PTT BEURRE CHOC BLANC U  	150G PTT BEURR	1 	0.77	0105021005	34	20 	8 
506836	3256220513715	LEVURE BOULANGERE U ETUI 6X5G 	LEVURE BOULANG	1 	0.42	0105030520	40	80 	8 
647797	3017800152713	1/2 HARICOTS BLANCS PREPARES  	1/2 HARICOTS B	1 	0.58	0105043505	16	210	3 
007264	3095752397017	200G 4 TR ROTI POULT FM +1 GRT	200G 4 TR ROTI	1 	1.84	0240381550	18	380	3 
244824	7622210234124	200G GRANOLA CHOCO LAIT       	200G GRANOLA C	1 	1.12	0105021005	34	20 	3 
548579	3263670128512	1/5 SARDINES HUILE CONNETABLE 	1/5 SARDINES H	1 	1.03	0105051005	10	220	3 
564088	3660992001385	150G FROM  AIL F-H   BIEN VU  	150G FROM  AIL	1 	0.54	0225283010	25	420	9 
NULL	3256220340120	THE EARLGREY U 25 SACHETS 50G 	THE EARLGREY U	1 	0.53	0105011510	42	50 	8 
004739	0000000004739	(MT)RADIS NOIR PIECE          	RADIS NOIR PCE	1 	0.95	0230359900	93	450	ZZ
416162	3256220280174	500G RIZ LONG SEMI-COMPL.U BIO	500G RIZ LONG 	1 	1.07	0105041505	30	120	11
905789	3346029987258	1L  CAROLIN PARQUET CLASSIQUE 	1L  CAROLIN PA	2 	2.43	0115131505	30	510	3 
002397	3061050002397	LAVETTE BOUCLEE MICROF(CU)    	LAVETTE BOUCLE	2 	1.00	0115140505	95	510	ZZ
334742	8710438057959	400G ORIGINAL BUN S BURGER    	400G ORIGINAL 	1 	2.06	0215241010	11	390	3 
394661	3256221712155	1L HUILE OLIVE VIERGE EXTRA U 	1L HUILE OLIVE	1 	4.08	0105032005	20	170	8 
009148	0000000009148	(MT)POMME GOLDEN ROSEE        	POMME ROSEE   	1 	1.42	0230349900	91	440	ZZ
222704	4005808222704	NIV.MEN MAR 200ML    SENSI(CU)	NIV.MEN MAR 20	2 	1.77	0120151510	35	650	ZZ
244337	5449000020697	4X50CL COCA COLA LIGHT PET    	4X50CL COCA CO	1 	2.81	0110100505	20	300	3 
497508	3021690011104	1/2 RAVIOLI BOLOGNAISE ZAPETT 	1/2 RAVIOLI BO	1 	1.43	0105051515	28	240	3 
896215	4046719088621	30ML COLLE GEL SCOT UNIVERSELL	30ML COLLE GEL	2 	0.78	0310612505	10	680	3 
478122	3256221088793	2 STK LEVRES SN PROTECT BY U  	2 STK LEVRES S	2 	1.26	0120153005	82	660	10
258027	3273220085196	4X100G SOJASUN  CAFE          	4X100G SOJASUN	1 	1.21	0225291515	14	418	3 
677881	5053990101511	PRINGLES PAPRIKA PQ 165G      	PRINGLES PAPRI	1 	1.30	0105020505	10	20 	3 
138324	3155930005568	65CL BIERE DESPERADOS         	65CL BIERE DES	2 	1.98	0110102005	20	310	3 
074415	3271923103209	75CL AOC RASTEAU VILLAGE RG 13	75CL AOC RASTE	2 	4.80	0110111010	27	340	4 
099669	3095756237012	200G 4TR.BL.POULET DORÉ FM+1GT	200G 4TR.BL.PO	1 	1.52	0240381550	18	380	3 
093095	3700009259917	250G SALADE FUSIL SAUM BOURSIN	250G SALADE FU	1 	2.69	0240391520	53	380	3 
522426	3256221371208	1L LORENZINI ROSSO  14.4° U   	1L LORENZINI R	2 	1.91	0110120515	30	360	8 
001763	3256224061496	SAUCE TOMATES OLIVES U 420G   	SAUCE TOMATES 	1 	0.90	0105034510	60	140	8 
453805	3256220178334	260G 6 GAUF.FLASH POUDREES U  	260G 6 GAUF.FL	1 	0.73	0210231050	95	20 	8 
509290	3368955783940	60G COPEAU PARM.AOP 28% U SAV 	60G COPEAU PAR	1 	1.05	0225284005	12	420	15
006195	3333680001348	90G PAVE PUR PORC SAVOIE      	90G PAVE PUR P	1 	0.89	0245422010	10	380	3 
507507	3256220870382	2X125G YRT BREBIS NATURE U BIO	2X125G YRT BRE	1 	0.91	0225291525	6 	418	11
NULL	3538280052176	MICHOKO NOIR 280G             	MICHOKO NOIR 2	1 	1.66	0105022510	20	70 	3 
353607	3449865240898	100G BATON BERGER MINI NATURE 	100G BATON BER	1 	1.70	0240410540	10	380	3 
415564	3256223014578	75CL BIDON SIROP PECHE U      	75CL BIDON SIR	1 	1.46	0110101005	60	300	8 
487359	3256224251828	250G BEUR.EX FIN 1/2SEL 80% U 	250G BEUR.EX F	1 	1.26	0225311010	6 	419	8 
103604	3038350103604	500G TORTI EPINARDS TOM(CU)   	500G TORTI EPI	1 	1.19	0105042015	14	110	3 
624529	4008429055485	1.5KG FROLIC BOEUF CAR&CEREALE	1.5KG FROLIC B	2 	2.89	0105081015	16	270	3 
027109	3256224363378	500ML RECH.CR.LAV.RSE/CERI.BYU	500ML RECH.CR.	2 	0.61	0120152515	15	650	10
430988	3256220130226	1L NECT/FRTS GOURMAND MANGUE U	1L NECT/FRTS G	1 	1.22	0110101505	40	300	8 
003234	0000000003234	(MT)NECTARINE JAUNE A         	NECTARINE JAUN	1 	1.30	0105012000	91	440	ZZ
175635	3033490906283	4X125G DANETTE CHOCOLAT DANONE	4X125G DANETTE	1 	1.16	0225291005	31	418	3 
077617	5000204871098	CANARD FRESH DISC CITRON VERT 	CANARD FRESH D	2 	2.05	0115131530	50	510	3 
003157	0000000003157	(MT)TOMATE SAN MARZANO COCKT. 	TOMATE MARZ   	1 	2.45	0230359900	93	450	ZZ
000133	0000000000133	(MT)                          	PAGO          	1 	0.10	0105012000	20	400	ZZ
326325	3166352940092	300G PTT ST JACQUES W-WATCH   	300G PTT ST JA	1 	3.96	0240391005	55	380	3 
NULL	3058320053074	250ML MENEN MOUSS/RASER B/DIFF	250ML MENEN MO	2 	1.65	0120151510	35	650	3 
346016	3045320008494	350G CONFITURE ALL ABRICOT AND	350G CONFITURE	1 	1.13	0105012505	12	200	3 
509915	3256221135848	250G BEUR.DX MA PRAIRIE 60% U 	250G BEUR.DX M	1 	0.90	0225311005	3 	419	8 
102488	3033710073030	144G NESCAFE CAFE VIENNOIS    	144G NESCAFE C	1 	2.33	0105011015	43	30 	3 
NULL	3220034070009	1KG SUCRE MORCEAUX            	1KG SUCRE MORC	1 	1.05	0105031505	10	190	ZZ
080157	3163937012007	50CLX45* PASTIS RICARD        	50CLX45* PASTI	2 	8.76	0110120510	10	360	3 
NULL	3256220171212	GOMME EFFACE TRACES&TACHE.U X2	GOMME EFFACE T	2 	0.42	0115131505	30	510	8 
003386	0000000003386	CLEMENTINE AVEC FEUILLES      	CLEMENTINE AVE	1 	2.60	0230349900	91	440	ZZ
001616	3256224061724	420G SCE BOLOGNAISE + DE BF U 	420G SCE BOLOG	1 	1.32	0105034510	90	140	8 
004572	0000000004572	(MT)CHOU FLEUR  PIECE         	CHOU FLEUR    	1 	1.70	0230359900	93	450	ZZ
558435	5449000131843	2L COCA COLA ZERO PET         	2L COCA COLA Z	1 	1.69	0110100505	20	300	3 
699786	7613032749651	2KG FRISK CHAT STERILISE LAPIN	2KG FRISK CHAT	2 	3.21	0105081005	36	270	3 
655538	3048093500608	PINCE A EPILER MORS BIAIS  C  	PINCE A EPILER	2 	1.58	0100000000	60	670	3 
NULL	4008667009936	1L PET OCEAN SPRAY CLASSIC    	1L PET OCEAN S	1 	1.40	0110100515	15	300	3 
020288	5997523317133	66G NOUILLES LEG. EPICE NISSIN	66G NOUILLES L	1 	1.15	0105071010	16	240	3 
551603	3256221113464	140G PUR MIE POULET MAYO U    	140G PUR MIE P	4 	1.16	0240391505	52	380	8 
005826	3660992005826	300G BQ VOLAILLE CHIEN (CU)   	300G BQ VOLAIL	2 	0.27	0105081015	14	270	ZZ
226397	3057640477638	1.5L VOLVIC TOUCHE THE MENTHE 	1.5L VOLVIC TO	1 	1.16	0110103005	21	320	3 
481808	5410312900359	2.5KG CHARBON DE BOIS GRILLADE	2.5KG CHARBON 	2 	1.77	0320751005	20	530	1 
444644	3256224310266	4X25G ROQUEF AOP LT CRU 52% U 	4X25G ROQUEF A	1 	1.46	0225282005	18	420	8 
204272	3256224759812	195G ESCARGOT PRAL LAIT U     	195G ESCARGOT 	1 	2.86	0105024020	42	61 	ZZ
613099	7622210011015	104G TASSIMO C NOIRE LONG CLAS	104G TASSIMO C	1 	3.48	0105011005	37	30 	3 
409987	3256221510058	75CL VINAIGRE VIN D ECHALOTE U	75CL VINAIGRE 	1 	0.69	0105032505	20	180	8 
329658	3228850006035	250G PAIN MIE LC HARRYS       	250G PAIN MIE 	1 	0.78	0210210545	91	20 	3 
438643	3256220653077	75CL GAILLAC RG LE BAILLI 09 U	75CL GAILLAC R	2 	2.09	0110111010	31	340	8 
079334	7322540490220	X28 P/LING LIGHT BY TENA DISCR	X28 P/LING LIG	2 	1.60	0120160510	50	670	3 
452697	3256222113807	4/4 MACEDOINE DE LEGUMES U    	4/4 MACEDOINE 	1 	0.80	0105043505	48	210	8 
055788	3045320104127	1L JUS ORANGE FRAIS     ANDROS	1L JUS ORANGE 	1 	1.60	0225291020	44	418	3 
523260	3187571102306	12 SPRESSO DOSE PETITS PRODUCT	12 SPRESSO DOS	1 	2.59	0105011005	37	30 	3 
004038	3760049795745	425G PAIN NOEL LA BOULANGERE  	425G PAIN NOEL	1 	1.86	0210210560	94	20 	ZZ
547256	3162050040218	40G FLACON GINGEMBRE MOULU    	40G FLACON GIN	1 	1.11	0105033505	10	150	3 
NULL	3068320055022	6X50CL EVIAN                  	6X50CL EVIAN  	1 	1.98	0110103005	13	320	3 
410572	3256223624388	50CLX45° PASTIS DE MARSEILLE U	50CLX45° PASTI	2 	6.10	0110120510	10	360	8 
686602	3119780255979	6X33CL BIER.DESPERADOS 5.9°   	6X33CL BIER.DE	2 	5.64	0110102005	40	310	ZZ
NULL	3175528450242	VDT BL.VILLAGEOISE 6X25CL     	VDT BL.VILLAGE	2 	2.47	0110110505	20	330	3 
039067	3029330001652	250G CANAPE ROND BRIOCHE FGRAS	250G CANAPE RO	1 	0.95	0210210505	91	20 	3 
580709	3056440031798	PQ 200G PEPITO CHOC/LAIT      	PQ 200G PEPITO	1 	0.77	0105021005	34	20 	3 
412956	3256223027882	2L BRIQUE PUR JUS D ORANGE U  	2L BRIQUE PUR 	1 	1.79	0110101505	31	300	8 
609723	3367651000832	230G TRIANGLE XXL PLT/CRUDITE 	230G TRIANGLE 	1 	1.71	0240391505	52	380	3 
102470	3103220006603	ST 200 G STARMINT             	ST 200 G STARM	2 	1.17	0105022510	40	70 	3 
760927	3256223664032	135G CHIPS VINAIGRE U         	135G CHIPS VIN	1 	0.65	0105043005	17	20 	8 
456073	3256220358330	8X125G YRT MX FRUITS ROUGES U 	8X125G YRT MX 	1 	1.28	0225291025	8 	418	8 
017918	8076808060654	500G  FARFALLE         BARILLA	500G  FARFALLE	1 	0.78	0105042015	12	110	3 
004575	0000000004575	(MT)CELERI BRANCHE            	CELERI BRANCHE	1 	0.80	0230359900	93	450	3 
456756	3256220370264	180G 4T JBN CT DD TSR OMEGA3 U	180G 4T JBN CT	1 	1.45	0240381555	29	380	8 
NULL	3059940004910	750ML CILLIT BANG CRASSE&CALCA	750ML CILLIT B	2 	2.29	0115131515	30	510	3 
597764	8009958000737	400G GRESSINS SESAME ARTISANAL	400G GRESSINS 	1 	2.24	0210210560	12	20 	3 
176348	3229820019192	500G PAIN COMPLET 3 CEREALES  	500G PAIN COMP	1 	1.96	0105071505	40	260	3 
412689	3256223028360	6X20CL JUS ABC ANANAS U       	6X20CL JUS ABC	1 	1.27	0110101505	41	300	8 
643751	7622400005664	100G COTE D OR NOIR INTENS.70%	100G COTE D OR	1 	1.18	0105021510	35	60 	3 
440488	3033710074518	POT 100G NESCAFE SPEC/FILTRE  	POT 100G NESCA	1 	3.38	0105011015	39	30 	3 
NULL	3392460511200	BTE 125G GRANY BRUT CHOCOLAT  	BTE 125G GRANY	1 	1.42	0105021005	40	40 	3 
409767	3256220711050	250G SACHET GELIFIES FRITES U 	250G SACHET GE	2 	0.65	0105022515	64	70 	8 
009918	0000000009918	(FL)BAGUETTE TRAD MACCARAN    	BAGUETTE TRAD 	1 	0.80	0230349900	91	440	ZZ
755710	3455090083032	75CL IGP OC GRIS CABRIAN      	75CL IGP OC GR	2 	1.65	0110111010	11	340	4 
NULL	3256220112215	37CL BOC OLIVE.VERTE.DENOYAU.U	37CL BOC OLIVE	1 	0.46	0105034005	25	140	8 
000128	0000000000128	(MT)CONFISERIE A 0,30E        	CONFISERIE 30C	1 	0.24	0105012000	50	75 	ZZ
009082	0000000009082	(MT)POMME GOLDEN 70/75 SAC.2KG	POM.GOLD.70/75	1 	2.00	0230349900	91	440	ZZ
514627	3599740009635	600G MOUSSAKA                 	600G MOUSSAKA 	1 	2.62	0215242005	56	390	3 
699786	7613032749651	2KG FRISK CHAT STERILISE LAPIN	2KG FRISK CHAT	2 	3.45	0105081005	36	270	3 
009002	0000000009002	(MT)ORANGE GAMIN              	ORANGE GAMIN  	1 	1.38	0230349900	50	440	ZZ
521828	3368957102220	SCE ARRABBIATA U SAVEURS 190G 	SCE ARRABBIATA	1 	0.96	0105034510	60	140	15
004633	0000000004633	(MT)SALADE SUCRINE BARQ.X3    	SUCRINE BQT X3	1 	1.85	0230359900	93	450	ZZ
255979	3119780255979	6X33CL BIER.DESPERADOS (CU)   	6X33CL BIER.DE	2 	5.68	0110102005	40	310	ZZ
756260	3256226756260	14 SERV.UL/MINCE NORMAL(CU)   	14 SERV.UL/MIN	2 	0.70	0120160505	54	670	ZZ
NULL	3265474000018	BTLE 1L HUILE ISIO 4          	BTLE 1L HUILE 	1 	2.86	0105032005	50	170	3 
432493	3256220177962	1L PET PUR JUS DE POMME U     	1L PET PUR JUS	1 	0.83	0110101505	35	300	8 
NULL	4015400362920	TAMPAX CLASSIQUE REGULIER X20 	TAMPAX CLASSIQ	2 	2.00	0120160515	40	670	3 
176924	3329770052192	4X125G PERLE LAIT CITRON      	4X125G PERLE L	1 	1.33	0225291010	11	418	3 
413295	3256225073191	500ML LIQ.VAIS.UTRA A/BACT.U  	500ML LIQ.VAIS	2 	0.51	0115131010	70	500	8 
NULL	5410228201144	LEFFE BIER NOEL EDLIMIT12X25CL	LEFFE BIER NOE	2 	6.36	0110102005	30	310	ZZ
627941	3256222973807	BAD MEDIUM BLANCHEUR BY U X2  	BAD MEDIUM BLA	2 	1.34	0120151015	36	650	10
236627	3038359002335	180G SAUCE TOMATE CUIS TUBE   	180G SAUCE TOM	1 	0.63	0105034510	90	140	3 
720244	8714789834009	750ML  PALMOLIVE ORIGINAL     	750ML  PALMOLI	2 	1.47	0115131010	70	500	3 
891950	3660140891950	350G PAIN EPICES ED LI(CU)    	350G PAIN EPIC	1 	1.30	0105023505	52	61 	ZZ
476683	3660992025138	500G SHT ASSORT.BISCUITS B.VU 	500G SHT ASSOR	1 	0.90	0105021005	24	20 	9 
411578	3256224234500	6X1L LAIT UHT ECREME U BK     	6X1L LAIT UHT 	1 	3.64	0225321005	40	90 	8 
626034	4009175193414	1L FLACON MULTI USAGE RAINETT 	1L FLACON MULT	2 	1.23	0115131510	30	510	3 
105711	8711200552900	470G MAYO. AMORA S/S SULFITE  	470G MAYO. AMO	1 	1.40	0105034010	40	140	3 
340303	0022314010025	1/2 CREME MARRONS      FAUGIER	1/2 CREME MARR	1 	1.92	0105012510	30	200	3 
036019	7613035011052	1L50 BOUTEILLE CONTREX        	1L50 BOUTEILLE	1 	0.46	0110103005	12	320	ZZ
000981	3174780000981	COCA COLA S/CAFEINE PET (CU)  	COCA COLA S/CA	1 	1.22	0110100505	20	300	ZZ
071687	8076802085912	500G  PIPE RIGATE      BARILLA	500G  PIPE RIG	1 	0.78	0105042005	12	110	3 
604723	3033490905330	4X125G DESS TAILLEF.FOND.VANIL	4X125G DESS TA	1 	1.13	0225291505	16	418	3 
004021	0000000004021	(MT)POMME GOLDEN 190          	POM.GOLDEN 190	1 	2.30	0105012000	91	440	ZZ
NULL	5000112558265	COCA COLA ZERO REFRIGERE 50CL 	COCA COLA ZERO	1 	0.69	0110100505	15	300	3 
079601	3023290112212	4X100G PETIT POT CAFE LAITIERE	4X100G PETIT P	1 	1.50	0225291005	35	418	3 
280634	8410100068176	4X125G SVELT FONDANT CHOCOLAT 	4X125G SVELT F	1 	1.03	0225291505	16	418	3 
003108	0000000003108	(MT)ORANGE VALENCIALATE VRAC M	ORANGE VALENCI	1 	1.69	2051805000	10	445	ZZ
186123	3011932006470	100CL MARTINI BLANC 14.4°     	100CL MARTINI 	2 	7.09	0110120515	20	360	3 
056019	3092718605247	60CL BIDON PECHE TEISSEIRE    	60CL BIDON PEC	1 	2.36	0110101005	60	300	3 
388343	3660992035014	100G SNACK SOUFFL.FROMAGE B.VU	100G SNACK SOU	1 	0.24	0105020505	15	20 	9 
706012	3256220657495	75CL SAUMUR CHAMPIGN HT BUIS U	75CL SAUMUR CH	2 	2.71	0110111010	42	340	8 
005868	0000000005868	RAISIN BLANC ALEDO            	RAISIN BLANC A	1 	1.60	0230349900	91	440	ZZ
423606	8714789673240	TRIPACK  JAVEL LACRX DOSE EUCA	TRIPACK  JAVEL	2 	1.26	0115131505	40	500	3 
578744	3523230026383	150G CHEVRE NAT. SOIGNON 17%MG	150G CHEVRE NA	1 	1.65	0225282505	15	420	3 
009411	0000000009411	(MT)MINESTRONE SOUPE 500G     	MINESTRONE    	1 	1.70	0230359900	93	450	ZZ
313801	8410465006752	185G POIVRONS ROUGE LAMELLES G	185G POIVRONS 	1 	1.33	0105043505	56	210	3 
302039	3012991302039	70CLX40* RHUM BLANC OLD (CU)  	70CLX40* RHUM 	2 	2.82	0110121020	90	540	ZZ
707301	3256224801214	500G BRIOCHE TRANCHEE BEURRE U	500G BRIOCHE T	1 	1.03	0210220515	94	20 	8 
075005	3256225038336	X25 ENVEL.KRAFT U ECO 229X324 	X25 ENVEL.KRAF	2 	1.25	0300000000	30	680	8 
058508	3329221000567	LUNETTES PB MYRTILLE 350G     	LUNETTES PB MY	1 	1.73	0210231010	95	20 	3 
004060	0000000004060	(MT)1BROCOLI                  	BROCOLI       	1 	1.60	0230359900	93	450	ZZ
175033	3023290234853	4X125G LAITIERE VANILLE NESTLE	4X125G LAITIER	1 	1.22	0225291030	5 	418	3 
NULL	3119780006106	6X33CL BOITE PANACH           	6X33CL BOITE P	1 	2.24	0110102010	70	310	3 
219243	7613035538054	260G BTE CAFE SOLUBLE NESCAFE 	260G BTE CAFE 	1 	4.57	0105011015	39	30 	ZZ
455394	3660992003105	520G 4 ROULES FROMAGE BIEN VU 	520G 4 ROULES 	1 	1.77	0240391035	51	380	9 
045497	8000500045497	2 NUTELLA (CU)                	2 NUTELLA & GO	1 	1.22	0105022025	30	60 	ZZ
NULL	3033710047765	14GX10 SACHETS CAPPUCINO NESC 	14GX10 SACHETS	1 	2.07	0105011015	39	30 	3 
330687	7311070330687	KRISPROLLS P.SUEDOIS DORE (CU)	KRISPROLLS P.S	1 	1.18	0105010505	30	10 	ZZ
894718	3387390326468	375G FITNESS CHOCOLAT         	375G FITNESS C	1 	2.51	0105012010	20	40 	3 
054245	3248830724254	530G PIZ.CM.AMERIC/BURG.MARIE 	530G PIZ.CM.AM	1 	2.24	0215240505	11	390	ZZ
006839	3059940006839	DESTOP 1L GEL EXP(CU)         	DESTOP 1L GEL 	2 	1.62	0115131530	50	510	ZZ
438708	3256220179195	135G CHIPS SAVEUR MOUTARDE U  	135G CHIPS SAV	1 	0.59	0105043005	17	20 	8 
477956	3256220661683	6X5G STICKS CHAT U            	6X5G STICKS CH	2 	0.57	0105082010	40	270	8 
661125	3256221661125	PATEE MCX ALLEG.VIAND.LEG.(CU)	PATEE MCX ALLE	2 	0.81	0105081015	10	270	ZZ
177598	3041090008269	230G BLEDICHEF SPAGHETTIS BOLO	230G BLEDICHEF	1 	1.65	0105070505	15	250	3 
453457	3256220172448	3X20CL  SEMI-EPAISSE 18%MG U  	3X20CL  SEMI-E	1 	1.27	0225321505	20	419	8 
437621	3256220367356	37.5CL COTES/PROVENCE RSE U   	37.5CL COTES/P	2 	1.79	0110111010	14	340	8 
003012	0000000003012	(MT)POIRE ABATE 70/75         	POIRE ABATE   	1 	1.30	0230349900	91	440	ZZ
080505	5010752000307	70CLX40* WHISKY WILLIAM LAWSON	70CLX40* WHISK	2 	10.10	0110121005	80	370	3 
997045	3178050000725	BTLE 0.5L HUILE OLIVE PUGET   	BTLE 0.5L HUIL	1 	3.44	0105032005	20	170	3 
